source,plot,abund,id
Soil,soil-BacB,0.101449275,Actinobacteria
Soil,soil-BacB,0.086956522,Alphaproteobacteria
Soil,soil-BacB,0.144927536,Deltaproteobacteria
Soil,soil-BacB,0.028985507,Gammaproteobacteria
Soil,soil-BacB,0.014492754,Gemmatimonadetes
Soil,soil-BacB,0.014492754,Planctomycea
Soil,soil-BacB,0.304347826,Solibacteres
Soil,soil-BacB,0.202898551,Spartobacteria
Soil,soil-BacB,0.028985507,Verrucomicrobiae
Soil,soil-BacC-s,0.039473684,24-Dec
Soil,soil-BacC-s,0.092105263,0319-6G9
Soil,soil-BacC-s,0.052631579,Acidobacteria
Soil,soil-BacC-s,0.092105263,Actinobacteria
Soil,soil-BacC-s,0.157894737,Alphaproteobacteria
Soil,soil-BacC-s,0.013157895,Betaproteobacteria
Soil,soil-BacC-s,0.026315789,Chloroflexi
Soil,soil-BacC-s,0.013157895,Clostridia
Soil,soil-BacC-s,0.171052632,Deltaproteobacteria
Soil,soil-BacC-s,0.026315789,Gammaproteobacteria
Soil,soil-BacC-s,0.026315789,Gemmatimonadetes
Soil,soil-BacC-s,0.013157895,iii1-8
Soil,soil-BacC-s,0.013157895,koll11
Soil,soil-BacC-s,0.013157895,MSB-5A5
Soil,soil-BacC-s,0.052631579,Nitrospira
Soil,soil-BacC-s,0.013157895,RB25
Soil,soil-BacC-s,0.013157895,SJA-176
Soil,soil-BacC-s,0.013157895,SJA-4
Soil,soil-BacC-s,0.026315789,Solibacteres
Soil,soil-BacC-s,0.026315789,TK17
Soil,soil-BacC-s,0.039473684,Verrucomicrobiae
Soil,soil-BacC-s,0.065789474,wb1-A12
Soil,soil-BacC-u,0.04109589,0319-6G9
Soil,soil-BacC-u,0.01369863,5B-18
Soil,soil-BacC-u,0.01369863,Acidobacteria
Soil,soil-BacC-u,0.109589041,Actinobacteria
Soil,soil-BacC-u,0.178082192,Alphaproteobacteria
Soil,soil-BacC-u,0.01369863,Betaproteobacteria
Soil,soil-BacC-u,0.01369863,Bljii12
Soil,soil-BacC-u,0.02739726,Chloracidobacteria
Soil,soil-BacC-u,0.01369863,Chloroflexi
Soil,soil-BacC-u,0.054794521,Deltaproteobacteria
Soil,soil-BacC-u,0.02739726,Gammaproteobacteria
Soil,soil-BacC-u,0.01369863,Gemmatimonadetes
Soil,soil-BacC-u,0.04109589,iii1-8
Soil,soil-BacC-u,0.082191781,Ktedonobacteria
Soil,soil-BacC-u,0.01369863,Mollicutes
Soil,soil-BacC-u,0.02739726,Phycisphaerae
Soil,soil-BacC-u,0.04109589,Planctomycea
Soil,soil-BacC-u,0.01369863,PRR-12
Soil,soil-BacC-u,0.01369863,SJA-4
Soil,soil-BacC-u,0.082191781,Solibacteres
Soil,soil-BacC-u,0.123287671,Spartobacteria
Soil,soil-BacC-u,0.02739726,Sphingobacteria
Soil,soil-BacC-u,0.01369863,Verrucomicrobiae
Water,water-KL,0.109756098,Actinobacteria
Water,water-KL,0.036585366,Alphaproteobacteria
Water,water-KL,0.012195122,Bacilli
Water,water-KL,0.048780488,Bacteroidia
Water,water-KL,0.195121951,Betaproteobacteria
Water,water-KL,0.012195122,Chloroflexi
Water,water-KL,0.036585366,Deltaproteobacteria
Water,water-KL,0.134146341,Flavobacteria
Water,water-KL,0.036585366,Gammaproteobacteria
Water,water-KL,0.012195122,Nitrospira
Water,water-KL,0.012195122,SJA-176
Water,water-KL,0.012195122,SJA-4
Water,water-KL,0.012195122,Spartobacteria
Water,water-KL,0.329268293,Sphingobacteria
Water,water-LE,0.176470588,Actinobacteria
Water,water-LE,0.441176471,Betaproteobacteria
Water,water-LE,0.014705882,Clostridia
Water,water-LE,0.014705882,Deltaproteobacteria
Water,water-LE,0.014705882,Elusimicrobia
Water,water-LE,0.161764706,Flavobacteria
Water,water-LE,0.161764706,Sphingobacteria
Water,water-LE,0.014705882,Verrucomicrobiae
Water,water-MA,0.266666667,Actinobacteria
Water,water-MA,0.08,Alphaproteobacteria
Water,water-MA,0.213333333,Betaproteobacteria
Water,water-MA,0.08,Flavobacteria
Water,water-MA,0.013333333,Holophagae
Water,water-MA,0.013333333,Ignavibacteria
Water,water-MA,0.32,Sphingobacteria
Water,water-MA,0.013333333,Verrucomicrobiae
Water,water-OB,0.281690141,Actinobacteria
Water,water-OB,0.014084507,Bacteroidia
Water,water-OB,0.225352113,Betaproteobacteria
Water,water-OB,0.014084507,Chloracidobacteria
Water,water-OB,0.084507042,Flavobacteria
Water,water-OB,0.014084507,Gammaproteobacteria
Water,water-OB,0.014084507,SJA-4
Water,water-OB,0.014084507,Solibacteres
Water,water-OB,0.042253521,Spartobacteria
Water,water-OB,0.253521127,Sphingobacteria
Water,water-OB,0.014084507,Synechococcophycideae
Water,water-OB,0.028169014,Verrucomicrobiae
Water,water-YE,0.0125,Acidobacteria
Water,water-YE,0.2,Actinobacteria
Water,water-YE,0.0375,Alphaproteobacteria
Water,water-YE,0.025,Bacteroidia
Water,water-YE,0.325,Betaproteobacteria
Water,water-YE,0.075,Flavobacteria
Water,water-YE,0.025,Gammaproteobacteria
Water,water-YE,0.0125,Ignavibacteria
Water,water-YE,0.0125,Opitutae
Water,water-YE,0.0125,SJA-4
Water,water-YE,0.2375,Sphingobacteria
Water,water-YE,0.025,Verrucomicrobiae
Water,water-YU,0.243589744,Actinobacteria
Water,water-YU,0.08974359,Alphaproteobacteria
Water,water-YU,0.025641026,Bacteroidia
Water,water-YU,0.294871795,Betaproteobacteria
Water,water-YU,0.012820513,Chloroflexi
Water,water-YU,0.012820513,Elusimicrobia
Water,water-YU,0.064102564,Flavobacteria
Water,water-YU,0.012820513,Gammaproteobacteria
Water,water-YU,0.012820513,Nitrospira
Water,water-YU,0.012820513,Opitutae
Water,water-YU,0.038461538,Solibacteres
Water,water-YU,0.141025641,Sphingobacteria
Water,water-YU,0.038461538,Verrucomicrobiae
